time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,pressure_msl_mean,shortwave_radiation_sum,precipitation_hours,et0_fao_evapotranspiration
2003-06-23,25.6,11.0,0.0,0.0,0.0,5.03,8.9,315,1013.8,11.97,0.0,2.24
2003-06-24,20.7,15.3,0.0,0.0,0.0,4.25,6.2,139,1020.2,4.89,0.0,0.94
2003-06-25,21.9,14.4,0.0,0.0,0.0,4.12,6.6,121,1020.7,10.6,0.0,1.82
2003-06-26,20.6,15.2,0.0,0.0,0.0,3.83,7.3,126,1019.1,4.94,0.0,1.0
2003-06-27,22.3,15.6,0.0,0.0,0.0,3.57,6.7,94,1017.2,10.47,0.0,1.75
2003-06-28,22.0,14.4,1.5,1.5,0.0,5.4,9.6,284,1016.5,7.92,4.0,1.49
2003-06-29,17.4,13.8,0.0,0.0,0.0,2.53,5.3,212,1022.4,5.22,0.0,1.02
2003-06-30,19.4,12.8,0.0,0.0,0.0,2.28,4.9,106,1022.5,10.08,0.0,1.59
2003-07-01,22.4,10.3,0.0,0.0,0.0,4.52,8.3,308,1019.0,11.73,0.0,1.96
2003-07-02,16.4,14.0,0.8,0.8,0.0,4.22,8.3,155,1021.8,2.98,5.0,0.83
2003-07-03,20.9,12.1,0.0,0.0,0.0,1.97,3.5,101,1018.8,10.58,0.0,1.68
2003-07-04,24.4,12.3,0.0,0.0,0.0,4.24,7.9,337,1013.1,11.96,0.0,2.28
2003-07-05,19.5,14.6,7.3,7.3,0.0,4.7,9.5,197,1010.2,5.16,15.0,1.13
2003-07-06,15.7,12.7,6.7,6.7,0.0,6.02,11.4,138,1012.9,3.73,7.0,0.92
2003-07-07,16.4,14.0,0.1,0.1,0.0,4.1,6.3,166,1013.1,3.38,1.0,0.7
2003-07-08,21.7,12.4,20.1,20.1,0.0,4.21,13.2,24,1008.4,6.78,9.0,1.23
2003-07-09,18.8,6.7,6.1,6.1,0.0,5.88,11.2,272,1015.8,10.41,5.0,1.83
2003-07-10,11.9,3.0,0.0,0.0,0.0,4.2,8.6,296,1022.5,13.09,0.0,1.86
2003-07-11,11.8,4.7,0.0,0.0,0.0,4.62,8.9,271,1027.0,12.9,0.0,1.78
2003-07-12,11.9,3.1,0.0,0.0,0.0,2.4,4.0,191,1031.5,12.51,0.0,1.64
2003-07-13,16.5,3.4,0.0,0.0,0.0,4.83,8.3,91,1030.4,13.06,0.0,1.96
2003-07-14,19.6,5.9,0.0,0.0,0.0,3.44,6.4,92,1024.8,12.32,0.0,1.89
2003-07-15,21.0,12.2,25.3,25.3,0.0,2.79,10.6,43,1019.8,5.7,14.0,1.06
2003-07-16,16.7,8.1,2.2,2.2,0.0,4.36,7.5,256,1025.9,12.38,6.0,1.84
2003-07-17,14.7,4.0,0.0,0.0,0.0,3.22,5.2,353,1027.2,13.81,0.0,1.93
2003-07-18,22.8,8.2,0.0,0.0,0.0,2.7,5.5,16,1020.4,11.78,0.0,1.86
2003-07-19,25.3,14.3,0.0,0.0,0.0,4.08,8.1,325,1016.8,12.96,0.0,2.3
2003-07-20,28.1,14.4,0.0,0.0,0.0,4.18,8.3,353,1011.4,13.06,0.0,3.02
2003-07-21,21.7,11.5,14.6,14.6,0.0,7.31,14.5,168,1018.2,1.54,16.0,0.98
2003-07-22,15.4,10.9,11.2,11.2,0.0,5.41,10.3,112,1020.7,4.38,11.0,0.84
2003-07-23,20.5,12.9,4.6,4.6,0.0,2.6,9.1,249,1017.7,7.72,11.0,1.31
2003-07-24,17.2,14.1,3.6,3.6,0.0,2.95,5.5,158,1020.3,2.72,8.0,0.6
2003-07-25,17.3,15.4,7.1,7.1,0.0,5.33,9.8,147,1024.8,2.04,13.0,0.49
2003-07-26,17.7,15.4,0.0,0.0,0.0,5.32,9.6,121,1029.0,2.92,0.0,0.91
2003-07-27,22.7,15.1,0.0,0.0,0.0,4.85,8.8,108,1026.8,10.68,0.0,1.93
2003-07-28,22.7,13.9,0.0,0.0,0.0,3.42,5.8,105,1022.9,12.67,0.0,2.15
2003-07-29,25.2,13.9,1.7,1.7,0.0,4.54,10.9,310,1020.0,11.62,3.0,2.37
2003-07-30,18.6,11.1,0.0,0.0,0.0,5.03,9.8,287,1021.7,14.57,0.0,2.26
2003-07-31,18.3,8.1,0.0,0.0,0.0,2.78,5.1,186,1021.2,13.52,0.0,2.05
2003-08-01,19.7,9.3,0.0,0.0,0.0,3.31,6.0,113,1020.4,12.88,0.0,1.92
2003-08-02,23.8,10.5,0.0,0.0,0.0,2.38,4.7,106,1021.0,13.79,0.0,2.3
2003-08-03,22.0,14.4,0.0,0.0,0.0,2.51,5.1,152,1020.4,10.23,0.0,1.71
2003-08-04,25.9,13.1,0.0,0.0,0.0,2.5,5.1,51,1014.3,10.9,0.0,2.07
2003-08-05,24.4,17.0,0.8,0.8,0.0,7.56,14.5,333,1007.4,7.23,3.0,2.25
2003-08-06,18.5,12.9,0.0,0.0,0.0,7.44,14.0,292,1013.3,14.13,0.0,3.16
2003-08-07,16.6,10.5,0.0,0.0,0.0,7.8,14.9,293,1017.0,14.77,0.0,2.87
2003-08-08,19.3,6.5,0.0,0.0,0.0,3.05,5.0,316,1018.0,15.99,0.0,2.38
2003-08-09,12.6,6.9,0.1,0.1,0.0,9.45,16.9,274,1025.2,7.98,1.0,1.71
2003-08-10,14.4,6.2,0.0,0.0,0.0,3.52,5.8,250,1028.7,11.65,0.0,1.7
2003-08-11,16.0,7.9,0.0,0.0,0.0,3.58,6.3,129,1026.3,11.43,0.0,1.77
2003-08-12,19.4,6.5,0.0,0.0,0.0,3.36,6.3,104,1022.6,16.52,0.0,2.55
2003-08-13,21.0,8.1,0.0,0.0,0.0,2.52,4.4,71,1019.8,16.53,0.0,2.58
2003-08-14,21.3,10.7,0.0,0.0,0.0,4.3,8.4,161,1018.2,14.95,0.0,2.49
2003-08-15,17.7,11.9,0.7,0.7,0.0,3.8,7.4,182,1020.2,7.5,3.0,1.41
2003-08-16,15.4,8.6,0.0,0.0,0.0,5.46,10.8,242,1022.4,14.88,0.0,2.46
2003-08-17,16.1,7.0,0.0,0.0,0.0,2.82,6.2,261,1024.5,17.45,0.0,2.52
2003-08-18,20.5,4.1,0.0,0.0,0.0,2.56,4.6,79,1023.2,17.38,0.0,2.78
2003-08-19,24.9,8.2,0.0,0.0,0.0,2.52,4.3,65,1020.0,17.15,0.0,2.96
2003-08-20,27.0,10.8,0.0,0.0,0.0,3.01,6.3,4,1017.7,17.65,0.0,3.26
2003-08-21,31.0,11.6,0.0,0.0,0.0,3.67,7.1,3,1013.9,17.61,0.0,3.91
2003-08-22,21.3,12.6,0.0,0.0,0.0,6.23,12.4,180,1016.8,15.24,0.0,2.54
